phenotype,metabolite,n,nm,nf,n_outlier,p_age,p_sex,p_bmi,p,beta
dbp_mean,M970,107,57,50,0,0.145218543378955,0.919791100524924,0.0108481143099376,0.00037264453922023,1.66200862906245
dbp_mean,M978,106,56,50,1,0.191279513702891,0.910318756018997,0.00391970377209643,0.0310864964094938,1.15581233689238
dbp_mean,M979,107,57,50,0,0.167567145494089,0.969067304724713,0.00551631399730733,0.00385049651652938,1.46628031443221
dbp_mean,M980,107,57,50,0,0.329521893213956,0.836767838268116,0.0118130313316109,0.0341885963231111,1.35177505498197
dbp_mean,M984,107,57,50,0,0.322404621604814,0.876784842914376,0.00992140006590903,0.0366853483139091,1.19469922361483
dbp_mean,M985,107,57,50,0,0.323637096335966,0.913347230823963,0.00856100609958566,0.0474173854785001,1.2027618175644
dbp_mean,M990,107,57,50,0,0.338937715344633,0.806944562318283,0.00580868339753904,0.0189130471878654,1.487964741108
dbp_mean,M991,107,57,50,0,0.326128593427282,0.789541753149363,0.00763275343653231,0.0207260522991958,1.57293511282481
dbp_mean,M992,107,57,50,0,0.323243886356548,0.846569560862748,0.0105271459532431,0.0267843581267751,1.27526405625299
dbp_mean,M998,107,57,50,0,0.164941669079646,0.957598755620872,0.0071938054250889,0.0159744721138723,1.52764961565732
dbp_mean,M1008,107,57,50,0,0.157459030136563,0.798453573081728,0.0160035192527755,0.0101534237247469,0.625635664771236
dbp_mean,M1030,107,57,50,0,0.149547168490141,0.276744362026807,0.00587754265759863,0.0385266481168515,1.33375306189273
dbp_mean,M1042,107,57,50,0,0.147894461253751,0.222644819531445,0.00321393115317515,0.0405424462672339,0.97482301522336
dbp_mean,M1043,107,57,50,0,0.138109124790467,0.22396912180715,0.00332765626988007,0.0434414861196509,1.04260067149972
dbp_mean,M1044,107,57,50,0,0.137520028867944,0.19393169114187,0.00278643825040066,0.0381451577560533,1.05813501984464
dbp_mean,M1046,107,57,50,0,0.14070517178043,0.215496419408597,0.0031190468678874,0.0431725103508478,1.09306280802978
dbp_mean,M1048,107,57,50,0,0.135268740232502,0.194254286325967,0.00289573646191974,0.0353616071091805,1.10732661281151
dbp_mean,M1053,107,57,50,0,0.159984726606668,0.924495824790194,0.00726458217017368,0.00885826889816324,1.46299229696127
dbp_mean,M1055,107,57,50,0,0.1250932903499,0.863259707942803,0.0211394427973382,0.0163595815712466,1.62033948283408
dbp_mean,M1058,107,57,50,0,0.165632469962396,0.952638864202121,0.00900422378266946,0.00693994436884341,1.47323056131173
dbp_mean,M1061,107,57,50,0,0.165367611105309,0.625326395413688,0.0516972394719627,0.00235231980114704,1.54497645425435
dbp_mean,M1092,103,55,48,2,0.204412535469788,0.982482700254672,0.00634783888371727,0.0340679038304882,1.45526510216654
dbp_mean,M1095,107,57,50,0,0.046511122039768,0.833389197480634,0.00961622458650646,0.0234632754223369,1.37331980506034
dbp_mean,M1097,107,57,50,0,0.130884923871746,0.35884168791995,0.00529498318141506,0.0231834580886451,1.07640132105185
dbp_mean,M1106,106,56,50,1,0.190861189674988,0.51815230602365,0.00376987349550491,0.00502970613028488,1.54642121989109
dbp_mean,M1117,107,57,50,0,0.306089130538688,0.924843488095797,0.0119789733924516,0.0440824511941072,1.1463290179481
dbp_mean,M1118,107,57,50,0,0.17379687491607,0.458206258921345,0.00657317968310136,0.0379867397244645,1.20300900105064
dbp_mean,M1119,107,57,50,0,0.343360817948223,0.883892577251181,0.0083211652469691,0.0298169593393574,1.38044450388206
dbp_mean,M1120,107,57,50,0,0.326842217189122,0.915281720486886,0.00929378515994778,0.0400089004166127,1.30427173388049
dbp_mean,M1121,107,57,50,0,0.292122971808619,0.988104370364351,0.00358305807679503,0.0113948923370027,1.48843390418552
dbp_mean,M1124,107,57,50,0,0.328292107493056,0.861787303574635,0.0121722685478619,0.0395545553857762,1.25808184217658
dbp_mean,M1125,107,57,50,0,0.348113987156123,0.886935761938225,0.00906985015622332,0.0372610811757452,1.30462992455049
dbp_mean,M1151,107,57,50,0,0.174497683718613,0.293466501832784,0.00343206320593933,0.0246132567849542,1.31074951362424
dbp_mean,M1163,107,57,50,0,0.328930998627461,0.473343377860724,0.00630916671887871,0.00609364342100305,2.15021909599052
dbp_mean,M1164,107,57,50,0,0.302022445016197,0.51915388062412,0.0069779679651047,0.00883732113027128,2.04210091015792
dbp_mean,M1165,107,57,50,0,0.254938726521402,0.55224267477759,0.0115343969082636,0.0108983764497451,1.84800507794143
dbp_mean,M1166,107,57,50,0,0.30055580698613,0.504627579083478,0.00994158485386269,0.00943641395096666,1.85440665993872
dbp_mean,M1168,107,57,50,0,0.263672567126079,0.587879878649028,0.0109206192858809,0.0155602129790844,1.7697973757749
dbp_mean,M1169,107,57,50,0,0.27554789699347,0.716864867658106,0.0102203175738823,0.0243489748133929,1.56798561128792
dbp_mean,M1170,107,57,50,0,0.245949198277535,0.702024177829752,0.00927356753421412,0.0115456814399364,1.64659460989811
dbp_mean,M1176,107,57,50,0,0.170569748460858,0.37292081628087,0.00121238269926266,0.00502777895439276,1.74685446888041
dbp_mean,M1178,107,57,50,0,0.136217731353911,0.361726433118188,0.00105684608432735,0.0032143934377543,1.88603747072544
dbp_mean,M1183,107,57,50,0,0.143594022792292,0.338614810355396,0.00168489336145003,0.0103886314354401,1.70030666909516
dbp_mean,M1188,107,57,50,0,0.153029291392269,0.717468011224247,0.0116797416938843,0.0179363061504399,1.36035547649847
dbp_mean,M1189,106,57,49,0,0.146399295024162,0.614247454975971,0.00378528808724129,0.00430495307237905,1.56107528025866
dbp_mean,M1190,101,55,46,1,0.158936072103783,0.671817618959727,0.0134239820626976,0.0216610841051343,1.39165334931996
dbp_mean,M1194,107,57,50,0,0.121814658548915,0.679686087236077,0.00417230897878889,0.0118054432366969,1.48646067178966
dbp_mean,M1195,107,57,50,0,0.177281166384135,0.998463634371478,0.00391260559159349,0.00872892352744523,1.87698150359847
dbp_mean,M1204,107,57,50,0,0.116519987550172,0.600981535764507,0.00357760613299301,0.0146778420264813,1.36477142852582
dbp_mean,M1215,105,56,49,0,0.024336926065922,0.857585225468289,0.0104966827391281,0.0159113139809585,1.15416131353475
dbp_mean,M1226,43,23,20,0,0.882607462117437,0.712631248331549,0.244526861565823,0.0352895338479092,1.64151429536973
dbp_mean,M1229,107,57,50,0,0.113786598307084,0.430594308694487,0.00723780827283821,0.0459146338473723,1.04425438471086
dbp_mean,M1230,107,57,50,0,0.114394039986197,0.43467585662164,0.00638982611096404,0.0286046329018727,1.24417652409103
dbp_mean,M1231,104,54,50,0,0.111550222723561,0.483983652160385,0.00929211172401258,0.0404714969438409,1.24047316384364
dbp_mean,M1234,107,57,50,0,0.140535408051366,0.754283821439233,0.00966040234517869,0.00255672510197186,1.50229294351963
dbp_mean,M1235,107,57,50,0,0.127121583973144,0.897201472596451,0.0142444132213875,0.00559555846309341,1.30676664655912
dbp_mean,M1238,105,55,50,0,0.139755688809716,0.436590370197284,0.00937860467717814,0.0492304404194978,1.08680636585442
dbp_mean,M1240,107,57,50,0,0.122477650108869,0.139737259640411,0.00460725263398962,0.0420313692467405,1.11265196427754
dbp_mean,M1244,107,57,50,0,0.242705168530021,0.83599318796361,0.00909255081648377,0.0261758890542437,1.55168584101023
dbp_mean,M1263,106,56,50,1,0.279719310909041,0.94876438123269,0.013089254090275,0.0403933307664944,1.0985884539885
dbp_mean,M1307,107,57,50,0,0.334231196997964,0.964420420318724,0.00649462342138553,0.0315770255681792,1.26290984949138
dbp_mean,M1308,107,57,50,0,0.316298165729908,0.934483267724365,0.00734947263500173,0.0378983592376224,1.19740928559586
dbp_mean,M1309,107,57,50,0,0.286109369476808,0.996766005740201,0.0105954309235075,0.0480148984354158,1.16033274639443
dbp_mean,M1313,107,57,50,0,0.353215428217322,0.953015710792257,0.00652120088500049,0.0255318644315693,1.18748346543508
dbp_mean,M1315,107,57,50,0,0.335037735903771,0.893374530264299,0.00829412638792301,0.0413552902421651,1.20407383922714
dbp_mean,M1320,107,57,50,0,0.14756003322654,0.679498145935937,0.0238225531458149,0.0072785908871651,1.75922679151763
dbp_mean,M1350,107,57,50,0,0.160373227022155,0.2786856941951,0.00424161439093014,0.0143067430251917,1.35027321217724
dbp_mean,M1353,106,56,50,1,0.281618377626591,0.855386788120302,0.008317383784842,0.0390048749330922,1.00727783967356
dbp_mean,M1366,107,57,50,0,0.16505940887726,0.183731513098412,0.00403933402983308,0.0415780433938912,0.870071264694457
dbp_mean,M1369,107,57,50,0,0.163566610156208,0.166607231602763,0.0031332295767058,0.0369038710312125,1.02059247245747
dbp_mean,M1376,107,57,50,0,0.15713152636214,0.161127249713364,0.0033481618283075,0.0409395496424334,0.979167857631726
dbp_mean,M1377,107,57,50,0,0.166516826041899,0.181652450623119,0.00368351911181027,0.0464753331283714,0.988826884137262
dbp_mean,M1378,107,57,50,0,0.164225467080893,0.167578094974904,0.00361601536091955,0.0404045097698824,1.14310032721381
dbp_mean,M1380,106,56,50,0,0.171085114800415,0.142476913203961,0.00360970160281835,0.0365281577892202,1.16473439287182
dbp_mean,M1392,107,57,50,0,0.226163446803257,0.546300703245827,0.00591028270008685,0.0137531155012924,1.13971928479642
dbp_mean,M1393,107,57,50,0,0.208095978729815,0.519410897416808,0.00710877488667797,0.0178941757356994,0.96271925463944
dbp_mean,M1413,107,57,50,0,0.181395783209881,0.816342073919482,0.00325662765594843,0.00197419866717214,1.78067476943032
dbp_mean,M1451,107,57,50,0,0.150873067668543,0.605015895457487,0.00678697137868795,0.0225105172921235,1.33498124915446
dbp_mean,M1452,107,57,50,0,0.16611755371797,0.591914373822114,0.00554613424825495,0.0161408988169475,1.55775696070806
dbp_mean,M1454,107,57,50,0,0.162546253366118,0.577814238471969,0.00530231611217413,0.0213509283421561,1.41719642357543
dbp_mean,M1455,107,57,50,0,0.154617672486843,0.612662744349999,0.00625634648060249,0.0177517087652297,1.39901249812225
dbp_mean,M1456,106,57,49,0,0.211307938659662,0.518001058204826,0.00690230007697898,0.0078977583354368,1.54215145078712
dbp_mean,M1457,107,57,50,0,0.18128861381404,0.812182657812983,0.00743640980696896,0.0159621314985799,1.53576082376083
dbp_mean,M1458,107,57,50,0,0.172502213712713,0.769341547264964,0.0075538852411338,0.0127133314688206,1.64163770156718
dbp_mean,M1459,105,56,49,0,0.200303402720041,0.666812305383758,0.00842842671027554,0.0128959354288019,1.57509867005618
dbp_mean,M1460,106,57,49,0,0.181973852688324,0.737335631382539,0.013228526225354,0.0184809836457524,1.63702156212954
dbp_mean,M1471,49,28,21,0,0.334021675715454,0.419347085116439,0.253750212582532,0.0182435788502353,0.694150379769535
dbp_mean,M1527,107,57,50,0,0.206164252828815,0.0946542384275473,0.0128323871859561,0.0309629486610234,1.29604114053372
dbp_mean,M1534,107,57,50,0,0.194899561289592,0.0770864466000817,0.0049328834510144,0.0477070193701834,0.988062994822423
dbp_mean,M1535,107,57,50,0,0.16293572019951,0.0697083699030197,0.00224654560469015,0.0461947859693601,1.33892523042151
dbp_mean,M1539,69,29,40,0,0.423475265607145,0.787828343090277,0.00640630229977408,0.0491644867174462,-1.10407916036185
dbp_mean,M1551,105,56,49,0,0.158071648756712,0.52054460032908,0.00317359256892659,0.00874816655637033,1.70226793464633
dbp_mean,M1626,107,57,50,0,0.157115344427132,0.834067035984862,0.00350260915167254,0.00458619419606524,1.57330449496009
dbp_mean,M1649,107,57,50,0,0.149457975887644,0.730370038652983,0.0148825577720381,0.0225768082803158,1.14201953027424
dbp_mean,M1650,107,57,50,0,0.159826350045284,0.820560454393811,0.019260563089605,0.0214493857891887,1.17120761109999
dbp_mean,M1651,103,55,48,0,0.0906241062092734,0.960030399621676,0.0309218713952594,0.00840654645118758,1.51881961918553
dbp_mean,M1652,90,47,43,0,0.0363752515551511,0.816089049816149,0.0643774998857948,0.0118861340271518,1.86233397316788
dbp_mean,M1657,101,52,49,1,0.058433608770296,0.214214423465207,0.00812149813302235,0.0375545543158737,1.45720397511958
dbp_mean,M1727,98,49,49,0,0.829750059183801,0.0967665437395008,0.006186065127457,0.0310581167541104,-1.89845212585688
dbp_mean,M1736,99,50,49,0,0.822886597760581,0.216554742905934,0.00530974924104842,0.0421023635914847,-1.78832565623312
dbp_mean,M1756,107,57,50,0,0.166833846502489,0.0822812697824764,0.00369349877209357,0.00531115540308376,1.67217837886506
dbp_mean,M1757,107,57,50,0,0.181504619579685,0.0811512275647227,0.00343214431145009,0.00489286931593454,1.77001155326165
dbp_mean,M1758,105,55,50,0,0.152044080246842,0.067241359355403,0.00332270873613933,0.00724326810251033,1.52633620599045
dbp_mean,M1760,107,57,50,0,0.183846611332057,0.0766538029994093,0.0034520991431201,0.00689733842699389,1.58349061689881
dbp_mean,M1761,90,51,39,1,0.0227974581641562,0.609908191669683,0.183552347735112,0.0342369785502207,1.06977127447299
dbp_mean,M1766,107,57,50,0,0.189256124035868,0.0549148122885473,0.00290678455151227,0.00389503581530596,1.73661651133421
dbp_mean,M1769,106,57,49,0,0.180772405303993,0.951274066172808,0.00213708348559215,0.00401039164633225,1.32231429834245
dbp_mean,M1790,105,56,49,0,0.128521599052069,0.819014087801217,0.0085934108757112,0.00539396331566918,1.65087857999101
dbp_mean,M1804,107,57,50,0,0.220579786939081,0.189300233204151,0.0030380670191616,0.00335214390256201,1.68972764556422
dbp_mean,M1812,106,56,50,0,0.131531224568432,0.814322443160628,0.0110361321227154,0.0101353869915734,1.52198765810861
dbp_mean,M1814,107,57,50,0,0.14821666260942,0.847658193053127,0.00500714977154796,0.00407149921562785,1.51312552971344
dbp_mean,M1815,98,53,45,0,0.291600853739743,0.875247997926334,0.0234370336565753,0.00531626263478356,1.60353229609077
dbp_mean,M1817,100,54,46,0,0.136910592675905,0.948978357497415,0.0318266498918215,0.0124328494288728,1.64123890046106
dbp_mean,M1818,105,55,50,0,0.318985838807175,0.396465762503609,0.00449274389622041,0.0324846516017977,1.03851549478289
dbp_mean,M1819,107,57,50,0,0.284588786133964,0.448008466230921,0.0056495633192771,0.0323856376986516,1.24778277688918
dbp_mean,M1854,84,43,41,1,0.592283956059638,0.182307806674497,0.0105710967979306,0.00538841855670004,1.01638996159411
dbp_mean,M1861,103,54,49,1,0.0968761131905113,0.304615966021292,0.00157373825044013,0.0478595087281137,1.30463650389506
dbp_mean,M1865,99,51,48,0,0.0735006441800585,0.542476390170569,0.00769865853634744,0.0493725810306554,1.12565909849103
dbp_mean,M1866,100,54,46,0,0.541220716026678,0.631520906285304,0.00729394855900304,0.0361611337098405,0.886894352011689
dbp_mean,M1911,102,52,50,0,0.0773781436476536,0.258491166317738,0.00240191452536357,0.023953229293749,1.61777034166091
dbp_mean,M1916,101,51,50,0,0.0807410916547571,0.271867169597402,0.00398537880306893,0.00995214036136863,1.78093649553315
dbp_mean,M1927,106,56,50,1,0.31324370734503,0.999741472426323,0.00339984077839933,0.00268358718030876,1.37873076581955
dbp_mean,M1928,106,56,50,1,0.307329406131763,0.983243386609875,0.00341885424259801,0.00283266713930094,1.34016690391488
dbp_mean,M1929,106,56,50,1,0.291096510905391,0.932519577696272,0.00594412154644333,0.00488086874900041,1.37072722397037
dbp_mean,M1939,107,57,50,0,0.16962703004142,0.479820528730067,0.00420579094458489,0.0422360668323141,1.03639308539684
dbp_mean,M1971,103,53,50,0,0.148645254967468,0.273340007396615,0.00325852290393892,0.0425406601265955,1.39150402482043
dbp_mean,M1993,63,48,15,0,0.074505006053003,0.70298040730596,0.0206599572863134,0.0153556578671409,1.44685003724448
dbp_mean,M2012,100,50,50,0,0.106005311902676,0.322489230150629,0.00853735313262963,0.0268185125954069,1.69260046641933
dbp_mean,M2018,106,57,49,0,0.105440471208246,0.252105549228287,0.00539864120843397,0.0316720381371326,-1.04883231106598
dbp_mean,M2019,103,55,48,0,0.0453282484526299,0.062290552089034,0.0106543756204147,0.0173580071226892,1.13447825525392
dbp_mean,M2023,86,47,39,0,0.116327392242139,0.150022964828692,0.00708049026459166,0.0334780456730578,-1.58508010681859
dbp_mean,M2032,107,57,50,0,0.289737106060054,0.737385188695616,0.00521412853168495,0.0194340528482705,1.51290568356721
dbp_mean,M2033,107,57,50,0,0.306449018313084,0.626628594943226,0.0036989120684881,0.0261599062836966,1.42340704596356
dbp_mean,M2034,97,50,47,0,0.13948174197249,0.658202821616462,0.00535661608321745,0.00526504158303567,2.16371330336526
dbp_mean,M2045,106,56,50,0,0.37282319581063,0.497608064276963,0.00452176534277214,0.0339092681029486,1.26512144862661
dbp_mean,M2055,107,57,50,0,0.179036012382273,0.380569150908022,0.00502657639216311,0.0476371829470951,1.21908567738274
dbp_mean,M2056,105,55,50,0,0.23047248227865,0.32137392595862,0.00600805802389727,0.0425498114336744,1.24401886811795
dbp_mean,M2066,107,57,50,0,0.253585257873521,0.732103813619724,0.00559126276392689,0.0257461355321185,1.52092132454581
dbp_mean,M2067,107,57,50,0,0.273627374570212,0.731286148285701,0.00551847029323099,0.0174951608090616,1.7239871113907
dbp_mean,M2068,99,52,47,0,0.240252290756902,0.866126437657459,0.0200969481772068,0.0125361957344133,1.89678171523049
dbp_mean,M2101,42,26,16,0,0.321156636260913,0.087235876461646,0.00232372997061339,0.0240675480272964,0.746499984264408
dbp_mean,M2185,104,55,49,1,0.151667611519105,0.147805511773814,0.00906353965462713,0.0310300576039371,0.873987885585318
dbp_mean,M2231,83,39,44,0,0.405933900258039,0.183899015614773,0.0107176017987202,0.0428164068731722,1.07882012647021
dbp_mean,M2253,105,56,49,1,0.162141194581346,0.07050562176473,0.00332979426826803,0.042487130830102,-1.18177530618104
dbp_mean,M2292,105,55,50,0,0.166276515664435,0.260331668141819,0.00650445039988155,0.0476808478682418,1.03590849480292
dbp_mean,M2299,102,53,49,0,0.163135581759725,0.280364759312611,0.00427584526125488,0.0265958931968819,1.16452890045943
dbp_mean,M2359,107,57,50,0,0.074993853838769,0.170343852097333,0.00347029560012944,0.0307421690973967,1.17997132809683
dbp_mean,M2396,106,56,50,1,0.0973392954493339,0.373565047832397,0.00313728493457386,0.0494426173566839,1.13723200118366
dbp_mean,M2451,106,56,50,1,0.137633284169519,0.157352060270327,0.00283884906959979,0.0399684908162064,-1.0281030728721
dbp_mean,M2452,106,56,50,1,0.139294004145085,0.156820025938674,0.00309105314498302,0.0343128298030238,-1.18619503466549
dbp_mean,M2460,106,56,50,0,0.117332181375091,0.195408699705955,0.00788056071791624,0.0394151266405952,0.980635956001451
dbp_mean,M2462,107,57,50,0,0.144613520964685,0.102779932153478,0.00352736796508511,0.00379530187921832,1.66933763995018
dbp_mean,M2474,107,57,50,0,0.138015389910109,0.101700329364221,0.00432947148797303,0.00207172706945838,1.84151751548436
dbp_mean,M2481,107,57,50,0,0.124619300716376,0.0886596043796907,0.00335826921685386,0.00167516267101633,2.01819125240827
dbp_mean,M2486,106,56,50,0,0.144408108932802,0.0674498130110319,0.00296995916089114,0.00245114103775381,1.81736345309738
dbp_mean,M2491,105,56,49,0,0.110545377074547,0.210225339653149,0.00303844749853042,0.0205342745710515,-1.0184825396024
dbp_mean,M2492,99,50,49,0,0.301313272864997,0.0848620975032963,0.00223709190316798,0.00490158256966042,1.52051949532818
dbp_mean,M2510,107,57,50,0,0.146774229941536,0.252703168868271,0.00398656659563358,0.0031434397964768,1.77297952192597
dbp_mean,M2511,107,57,50,0,0.156282555469736,0.250662688346197,0.00357825888097448,0.00558953818062582,1.55846050057194
dbp_mean,M2512,107,57,50,0,0.142525327221884,0.221614282714254,0.00385457920824961,0.00491322562123689,1.76328280992527
dbp_mean,M2531,107,57,50,0,0.194857961004207,0.596048130506082,0.00514319653697894,0.0465032981335521,1.40497381045855
dbp_mean,M2532,107,57,50,0,0.202557594031186,0.608636901741449,0.00480919611943109,0.0415746072971298,1.41430438889891
dbp_mean,M2533,107,57,50,0,0.196856237325402,0.61561199784053,0.00500284839736074,0.0330297642060569,1.57735329230725
dbp_mean,M2534,107,57,50,0,0.186026723897424,0.626606042900897,0.00498165823094299,0.0415259430672687,1.52310426987852
dbp_mean,M2535,107,57,50,0,0.188843429389706,0.598087606946066,0.00454812500182001,0.0309795384437683,1.66506833951563
dbp_mean,M2536,107,57,50,0,0.22138612993765,0.51497833833557,0.00347739790285764,0.0486304469520319,1.27032453737835
dbp_mean,M2558,104,56,48,0,0.125555956023936,0.0777578618677855,0.00656494246754164,0.023809799193475,1.17994463644645
dbp_mean,M2561,105,56,49,1,0.332783227430485,0.0577262172775547,0.00217991461157761,0.00302736697417467,2.07834977561894
dbp_mean,M2563,105,56,49,0,0.181936215500583,0.097775662248789,0.00305390653546732,0.0192147997846491,1.38281979880682
dbp_mean,M2570,107,57,50,0,0.166433901272228,0.0980993522239289,0.00513545597337,0.0249596332809311,1.22479962198843
dbp_mean,M2575,107,57,50,0,0.193924990387402,0.357730751753343,0.00492279915004429,0.011768392880271,-1.55732040268986
dbp_mean,M2576,107,57,50,0,0.193740530337255,0.354982589185781,0.00604940573389644,0.0190867009482288,-1.47763957224091
dbp_mean,M2577,107,57,50,0,0.194058012942258,0.28579059752082,0.00535049844050757,0.0296676214396869,-1.22604110063837
dbp_mean,M2579,107,57,50,0,0.192124735885351,0.373548913246804,0.00528934762063929,0.0135145799172182,-1.51973165094159
dbp_mean,M2581,107,57,50,0,0.235130287576754,0.339291114885696,0.00507227753482512,0.01401122699472,-1.47676189154817
dbp_mean,M2583,107,57,50,0,0.215673254476397,0.384070791354538,0.00475676779053206,0.00999849355888359,-1.70077493714992
dbp_mean,M2584,107,57,50,0,0.201668330650305,0.386278038825464,0.00306311424836648,0.0107465762255149,-1.77545768317136
dbp_mean,M2585,107,57,50,0,0.227121201050029,0.385882023612038,0.00404664436694091,0.00582927844048979,-1.83648982117558
dbp_mean,M2586,107,57,50,0,0.214328395528076,0.309790753015788,0.00588826513219463,0.0119092933560917,-1.58209587349595
dbp_mean,M2588,107,57,50,0,0.256733639515016,0.40343493950455,0.00399854763722183,0.00752717979412085,-1.73186781107368
dbp_mean,M2589,107,57,50,0,0.122825963946826,0.45286199391671,0.00456906284640379,0.0268050378747996,1.27334223788751
dbp_mean,M2590,107,57,50,0,0.248446802559987,0.438676464172087,0.00451186623560344,0.00777297911673322,-1.90242652562432
dbp_mean,M2594,107,57,50,0,0.229087034460623,0.360177657746762,0.0042708672415865,0.00992286828591818,-1.7778481425362
dbp_mean,M2597,73,52,21,1,0.0656478344041469,0.447578947282182,0.00377323424060299,0.00424151861584241,1.9850998498564
dbp_mean,M2600,107,57,50,0,0.0716688090328625,0.15808833777638,0.00901538069184483,0.000326213529950281,1.93447384664979
dbp_mean,M2618,106,57,49,1,0.220695489292209,0.0765076550947588,0.00382458524279297,0.00305688893243522,1.54099775804791
dbp_mean,M2658,107,57,50,0,0.181128175029105,0.286036734370862,0.0105219308411155,0.00866707722365885,1.27277139064754
dbp_mean,M2659,107,57,50,0,0.224036453159798,0.880600203619291,0.0123632181158668,0.0135784098324337,1.46842912730264
dbp_mean,M2660,107,57,50,0,0.143118507856194,0.963245621487634,0.0283774842845803,0.0318525811518118,1.04222608919479
dbp_mean,M2665,85,38,47,0,0.334398457550977,0.17791385365282,0.0037695159858248,0.0162970577874259,1.03278983685551
dbp_mean,M2723,107,57,50,0,0.0773146989815216,0.145976953341285,0.00236061423801254,0.00781194544567046,1.93563373066231
dbp_mean,M2724,107,57,50,0,0.0825398736674089,0.139754752257046,0.00175789265594777,0.0105687678391098,1.84404578368344
dbp_mean,M2726,107,57,50,0,0.0641647829317951,0.138867829282042,0.00345648270874344,0.00626619429717042,2.00045854562761
dbp_mean,M2727,107,57,50,0,0.0823628556028527,0.148527829788686,0.00301477837073349,0.0106187523293411,1.78883222752034
dbp_mean,M2728,107,57,50,0,0.0643400162719434,0.135444701443338,0.00355629029658488,0.00727348853600348,1.83381177273823
dbp_mean,M2729,106,56,50,0,0.0898353344667643,0.155934448476621,0.0034480817013393,0.0331259568709443,1.51237824848013
dbp_mean,M2730,107,57,50,0,0.0911609843158817,0.135480117876431,0.00310129663013337,0.0224220710040802,1.63770105874442
dbp_mean,M2732,107,57,50,0,0.0887890573739235,0.132153570087576,0.00466546075087414,0.0239166514499547,1.60733065599346
dbp_mean,M2733,49,27,22,0,0.0974499399143902,0.523333182674091,0.0799776476174661,0.0202028308259556,1.18166887488704
dbp_mean,M2744,91,49,42,1,0.0590089300400118,0.483032769968981,0.00178329391139261,0.0276384892416796,0.559916008882916
dbp_mean,M2750,32,14,18,0,0.919072618377811,0.817998925406376,0.283394085333476,0.00716575233501067,0.53242360541931
dbp_mean,M2766,83,54,29,1,0.100801008693464,0.993128710468831,0.00415156395081995,0.0389669053012526,1.69806041790865
dbp_mean,M2767,107,57,50,0,0.222198526419443,0.249046027680777,0.00655907814952575,0.0273608357807724,0.933739136667097
dbp_mean,M2768,107,57,50,0,0.235414202209882,0.246335028824526,0.00673742543625259,0.0216934651342896,0.955308039678679
dbp_mean,M2825,107,57,50,0,0.0663944425502449,0.13242750838408,0.00617397071962228,0.0187777957497342,1.41508299764291
dbp_mean,M2826,107,57,50,0,0.060553883462781,0.109011222862933,0.00415044589182008,0.0108368563400452,1.62303143279248
dbp_mean,M2832,107,57,50,0,0.0696654159990339,0.120685343055728,0.00530074657443452,0.0226124665321661,1.51120864614253
dbp_mean,M2843,107,57,50,0,0.321427096749517,0.0588893228265705,0.00269385852695398,0.00714106724316941,-1.37369027862275
dbp_mean,M2851,107,57,50,0,0.178407265700157,0.243372136884224,0.00396164866620147,0.000417049139012187,2.06653360935102
dbp_mean,M2854,107,57,50,0,0.217019719795034,0.250483117536104,0.00221157389382709,0.000540650927950401,2.06307390403387
dbp_mean,M2867,73,40,33,1,0.0968986233031363,0.683229436775846,0.00505218098520148,0.0229057919978104,-0.606453110887119
dbp_mean,M2901,106,57,49,1,0.166033320411161,0.127425691108736,0.00398569117333722,0.0175889288330085,1.35397718311581
dbp_mean,M2911,107,57,50,0,0.0189300307293583,0.897359872959819,0.00285409577203582,0.0134049205353896,1.39205502217024
dbp_mean,M2919,60,32,28,0,0.994373115989933,0.231747398429192,0.0533685816435182,0.0172790721056406,1.15388732347697
dbp_mean,M2920,106,57,49,1,0.178537243868079,0.104692755470468,0.0015770209601392,0.00552597285380278,1.60643194508437
dbp_mean,M2921,106,57,49,1,0.178963319234676,0.106134751203636,0.00135742639182722,0.00656139397759222,1.50799518200907
dbp_mean,M2923,106,57,49,1,0.203035604045102,0.0893106775540568,0.00150019488389021,0.00533504558390425,1.57075086966675
dbp_mean,M2924,106,57,49,1,0.158149044609608,0.0867704025675162,0.00202507085324912,0.00355020888304445,1.81108249810126
dbp_mean,M2925,106,57,49,1,0.163576801158018,0.108411171393509,0.0020868153023901,0.00515629841494271,1.62384609349791
dbp_mean,M2928,107,57,50,0,0.111426404186052,0.10613805613446,0.00263127001004747,0.0227385175917492,1.29683182017309
dbp_mean,M2930,107,57,50,0,0.117173935484266,0.0930662817565309,0.00291907202177555,0.0251876153583085,1.33472301034611
dbp_mean,M2931,107,57,50,0,0.128844602959832,0.0856460166505595,0.00261335243494896,0.0146884459481239,1.45326781926623
dbp_mean,M2932,100,52,48,1,0.310815642947624,0.115007552882013,0.000716523887094995,0.0123790072689937,0.984874011068575
dbp_mean,M2933,107,57,50,0,0.124151830047685,0.094467846322389,0.00323094531233092,0.0222322400536388,1.32579301171066
dbp_mean,M2934,107,57,50,0,0.110478260799277,0.0763326567285192,0.0023912399332996,0.0137735817982394,1.71106719833832
dbp_mean,M2935,107,57,50,0,0.296128242027912,0.0874733736997808,0.00224427317979935,0.035815910679812,-0.850495735044412
dbp_mean,M2936,80,36,44,1,0.452627415644989,0.611507711922781,0.00386335488424508,0.0310276074172983,0.975177417188331
dbp_mean,M2937,106,56,50,0,0.0276210942719839,0.974715408971422,0.00531995838270035,0.0253646391297475,1.36812578483814
